Date,Flight_Number,Class,Price,Flow Card?,Origin,Destination
2024-08-07,PA009,First Class,580,No,New York,Tokyo
2024-11-29,PA004,Business Class,249.59999999999999,No,Perth,London
2024-07-14,PA009,Business Class,402,No,New York,Tokyo
2024-03-02,PA006,First Class,340,No,Tokyo,London
2024-02-22,PA006,Economy,1225,No,Tokyo,London
2024-11-21,PA010,Business Class,795.60000000000002,No,Tokyo,New York
2024-04-08,PA010,First Class,223,Yes,Tokyo,New York
2024-02-25,PA005,Premium Economy,1002.5,Yes,London,Tokyo
2024-11-01,PA003,Business Class,658.79999999999995,No,London,Perth
2024-07-28,PA007,Economy,1360,Yes,New York,Perth
2024-02-15,PA012,Business Class,280.80000000000001,No,Tokyo,Perth
2024-12-27,PA012,Business Class,637.19999999999993,Yes,Tokyo,Perth
2024-05-06,PA004,Business Class,626.39999999999998,Yes,Perth,London
2024-07-22,PA010,First Class,365,No,Tokyo,New York
2024-12-13,PA002,Economy,2035,No,New York,London
2024-11-24,PA001,Business Class,406.80000000000001,No,London,New York
2024-01-17,PA009,Business Class,800.39999999999998,No,New York,Tokyo
2024-12-29,PA007,First Class,607,Yes,New York,Perth
2024-06-27,PA006,Premium Economy,617.5,Yes,Tokyo,London
2024-06-21,PA005,Economy,2635,Yes,London,Tokyo
2024-02-15,PA006,Economy,3445,Yes,Tokyo,London
2024-10-03,PA006,Economy,2805,Yes,Tokyo,London
2024-07-24,PA008,Business Class,405.59999999999997,No,Perth,New York
2024-04-04,PA012,Economy,3190,Yes,Tokyo,Perth
2024-06-17,PA006,Economy,3280,No,Tokyo,London
2024-10-16,PA002,Economy,3215,No,New York,London
2024-09-16,PA002,Premium Economy,720,Yes,New York,London
2024-03-12,PA010,Premium Economy,655,No,Tokyo,New York
2024-04-25,PA003,Economy,2450,Yes,London,Perth
2024-06-09,PA001,Business Class,584.39999999999998,Yes,London,New York
2024-11-19,PA001,Business Class,726,No,London,New York
2024-04-14,PA011,Economy,2805,No,Perth,Tokyo
2024-06-14,PA009,Premium Economy,695,Yes,New York,Tokyo
2024-03-14,PA002,Premium Economy,1360,Yes,New York,London
2024-07-20,PA002,Economy,3225,No,New York,London
2024-06-23,PA010,Economy,2345,Yes,Tokyo,New York
2024-05-27,PA010,Economy,2205,No,Tokyo,New York
2024-10-13,PA010,First Class,615,Yes,Tokyo,New York
2024-05-05,PA007,First Class,644,No,New York,Perth
2024-06-16,PA011,First Class,368,No,Perth,Tokyo
2024-02-19,PA008,Economy,1410,No,Perth,New York
2024-01-24,PA007,Premium Economy,1462.5,Yes,New York,Perth
2024-09-09,PA010,Business Class,540,Yes,Tokyo,New York
2024-01-11,PA008,Business Class,516,Yes,Perth,New York
2024-04-09,PA003,First Class,249,No,London,Perth
2024-11-10,PA010,First Class,595,Yes,Tokyo,New York
2024-01-31,PA005,Premium Economy,1457.5,No,London,Tokyo
2024-04-18,PA002,Economy,1740,No,New York,London
2024-12-01,PA007,Premium Economy,637.5,Yes,New York,Perth
2024-12-23,PA008,First Class,366,No,Perth,New York
2024-08-22,PA012,First Class,605,Yes,Tokyo,Perth
2024-01-19,PA012,Economy,3050,No,Tokyo,Perth
2024-10-23,PA002,First Class,397,No,New York,London
2024-11-26,PA005,First Class,316,Yes,London,Tokyo
2024-02-17,PA003,First Class,561,Yes,London,Perth
2024-05-07,PA002,Premium Economy,895,Yes,New York,London
2024-09-25,PA006,Premium Economy,1495,No,Tokyo,London
2024-04-20,PA012,Economy,1075,No,Tokyo,Perth
2024-05-24,PA009,First Class,514,Yes,New York,Tokyo
2024-08-09,PA008,Business Class,366,Yes,Perth,New York
2024-12-28,PA012,Premium Economy,1357.5,Yes,Tokyo,Perth
2024-08-22,PA005,Economy,1385,No,London,Tokyo
2024-08-19,PA007,First Class,201,No,New York,Perth
2024-10-31,PA009,First Class,524,No,New York,Tokyo
2024-01-17,PA004,Economy,2120,Yes,Perth,London
2024-04-06,PA012,Business Class,638.39999999999998,No,Tokyo,Perth
2024-12-02,PA006,First Class,397,Yes,Tokyo,London
2024-06-17,PA005,Economy,2335,No,London,Tokyo
2024-12-18,PA010,First Class,697,Yes,Tokyo,New York
2024-05-26,PA012,Premium Economy,1625,No,Tokyo,Perth
2024-01-16,PA012,Economy,2680,No,Tokyo,Perth
2024-09-15,PA006,First Class,588,No,Tokyo,London
2024-06-01,PA004,Economy,1430,No,Perth,London
2024-10-24,PA010,Economy,2505,No,Tokyo,New York
2024-12-11,PA007,First Class,446,No,New York,Perth
2024-02-21,PA004,Business Class,606,Yes,Perth,London
2024-04-23,PA008,Premium Economy,750,Yes,Perth,New York
2024-07-05,PA005,Economy,1070,No,London,Tokyo
2024-10-16,PA005,Economy,2665,No,London,Tokyo
2024-01-06,PA006,Economy,3440,No,Tokyo,London
2024-06-18,PA011,Premium Economy,802.5,No,Perth,Tokyo
2024-04-18,PA009,Economy,2280,Yes,New York,Tokyo
2024-10-07,PA003,Economy,1445,No,London,Perth
2024-02-29,PA001,First Class,409,No,London,New York
2024-02-03,PA008,First Class,682,Yes,Perth,New York
2024-06-30,PA003,Premium Economy,1417.5,Yes,London,Perth
2024-11-21,PA003,Premium Economy,797.5,No,London,Perth
2024-04-13,PA009,Business Class,783.60000000000002,Yes,New York,Tokyo
2024-10-10,PA006,Premium Economy,1672.5,No,Tokyo,London
2024-01-20,PA010,First Class,696,No,Tokyo,New York
2024-07-27,PA009,Economy,2625,Yes,New York,Tokyo
2024-12-24,PA007,Business Class,301.19999999999999,No,New York,Perth
2024-03-16,PA011,First Class,404,Yes,Perth,Tokyo
2024-06-20,PA001,Economy,2015,Yes,London,New York
2024-03-02,PA007,Business Class,475.19999999999999,Yes,New York,Perth
2024-01-31,PA005,Economy,1365,No,London,Tokyo
2024-05-17,PA006,Business Class,688.79999999999995,No,Tokyo,London
2024-08-18,PA005,Economy,1000,No,London,Tokyo
2024-05-31,PA001,Business Class,438,Yes,London,New York
2024-04-29,PA002,First Class,282,No,New York,London
2024-04-28,PA002,Business Class,807.60000000000002,Yes,New York,London
2024-04-11,PA005,Premium Economy,1002.5,No,London,Tokyo
2024-08-22,PA007,Premium Economy,1007.5,No,New York,Perth
2024-09-19,PA007,Economy,2005,Yes,New York,Perth
2024-02-12,PA002,First Class,288,No,New York,London
2024-12-05,PA003,Business Class,360,Yes,London,Perth
2024-09-22,PA002,Premium Economy,900,Yes,New York,London
2024-05-25,PA003,Business Class,440.39999999999998,Yes,London,Perth
2024-10-18,PA003,Business Class,446.39999999999998,Yes,London,Perth
2024-11-14,PA010,First Class,415,Yes,Tokyo,New York
2024-12-14,PA007,First Class,384,No,New York,Perth
2024-08-26,PA003,Economy,3165,No,London,Perth
2024-01-15,PA008,Business Class,716.39999999999998,Yes,Perth,New York
2024-08-01,PA004,Business Class,364.80000000000001,No,Perth,London
2024-02-19,PA006,Economy,1920,Yes,Tokyo,London
2024-12-20,PA011,Premium Economy,577.5,No,Perth,Tokyo
2024-04-19,PA004,Economy,2015,Yes,Perth,London
2024-05-02,PA009,Premium Economy,1547.5,Yes,New York,Tokyo
2024-10-27,PA008,Premium Economy,1015,Yes,Perth,New York
2024-07-26,PA007,Premium Economy,747.5,Yes,New York,Perth
2024-02-07,PA003,First Class,378,Yes,London,Perth
2024-11-01,PA010,First Class,626,Yes,Tokyo,New York
2024-11-19,PA011,Economy,2370,Yes,Perth,Tokyo
2024-07-25,PA002,First Class,620,Yes,New York,London
2024-01-16,PA009,Economy,3365,No,New York,Tokyo
2024-04-09,PA009,Premium Economy,1427.5,No,New York,Tokyo
2024-10-30,PA001,Business Class,692.39999999999998,Yes,London,New York
2024-05-05,PA008,First Class,253,No,Perth,New York
2024-05-14,PA007,Business Class,586.79999999999995,Yes,New York,Perth
2024-03-01,PA010,Economy,1710,No,Tokyo,New York
2024-01-20,PA002,First Class,201,Yes,New York,London
2024-07-14,PA008,First Class,556,No,Perth,New York
2024-07-30,PA010,Business Class,328.80000000000001,No,Tokyo,New York
2024-01-16,PA002,First Class,421,Yes,New York,London
2024-05-23,PA012,Economy,1780,Yes,Tokyo,Perth
2024-05-22,PA012,First Class,251,No,Tokyo,Perth
2024-08-10,PA008,Premium Economy,1325,Yes,Perth,New York
2024-02-27,PA004,Business Class,667.19999999999993,No,Perth,London
2024-08-07,PA009,Economy,3270,No,New York,Tokyo
2024-08-09,PA002,First Class,323,Yes,New York,London
2024-05-05,PA004,Premium Economy,962.5,Yes,Perth,London
2024-04-23,PA003,Premium Economy,1575,Yes,London,Perth
2024-05-20,PA002,Premium Economy,1660,Yes,New York,London
2024-06-14,PA004,Premium Economy,1080,Yes,Perth,London
2024-08-02,PA006,Business Class,540,No,Tokyo,London
2024-03-05,PA005,Business Class,709.19999999999993,No,London,Tokyo
2024-01-29,PA001,First Class,251,Yes,London,New York
2024-10-09,PA012,Economy,2285,Yes,Tokyo,Perth
2024-03-02,PA012,Business Class,752.39999999999998,Yes,Tokyo,Perth
2024-08-03,PA008,Economy,2255,Yes,Perth,New York
2024-02-28,PA011,First Class,438,No,Perth,Tokyo
2024-12-24,PA005,Business Class,597.60000000000002,No,London,Tokyo
2024-08-08,PA004,Premium Economy,1452.5,Yes,Perth,London
2024-12-04,PA012,Premium Economy,1015,Yes,Tokyo,Perth
2024-03-05,PA008,Premium Economy,1377.5,No,Perth,New York
2024-02-01,PA004,Economy,2520,Yes,Perth,London
2024-11-27,PA006,Premium Economy,1250,No,Tokyo,London
2024-06-17,PA009,Economy,2790,No,New York,Tokyo
2024-05-29,PA007,Business Class,439.19999999999999,Yes,New York,Perth
2024-05-06,PA007,Premium Economy,710,No,New York,Perth
2024-08-21,PA003,Economy,1220,Yes,London,Perth
2024-11-04,PA011,Premium Economy,1520,No,Perth,Tokyo
2024-11-17,PA007,Premium Economy,1255,No,New York,Perth
2024-12-22,PA004,Economy,1395,No,Perth,London
2024-03-03,PA005,Economy,1225,Yes,London,Tokyo
2024-05-22,PA003,Economy,3415,Yes,London,Perth
2024-02-19,PA005,Economy,2600,No,London,Tokyo
2024-10-01,PA012,First Class,518,No,Tokyo,Perth
2024-08-08,PA004,First Class,604,Yes,Perth,London
2024-12-20,PA009,Business Class,424.80000000000001,Yes,New York,Tokyo
2024-06-14,PA011,Economy,1545,Yes,Perth,Tokyo
2024-02-08,PA010,Economy,1895,No,Tokyo,New York
2024-06-12,PA001,Premium Economy,1540,No,London,New York
2024-03-08,PA009,Economy,2355,Yes,New York,Tokyo
2024-05-19,PA004,Premium Economy,1540,Yes,Perth,London
2024-01-25,PA010,Economy,1200,No,Tokyo,New York
2024-04-21,PA009,Premium Economy,1315,Yes,New York,Tokyo
2024-11-20,PA004,Business Class,818.39999999999998,Yes,Perth,London
2024-07-17,PA004,Economy,1735,No,Perth,London
2024-10-10,PA007,Premium Economy,1110,Yes,New York,Perth
2024-09-26,PA009,Economy,1350,Yes,New York,Tokyo
2024-12-09,PA012,Premium Economy,1515,No,Tokyo,Perth
2024-02-13,PA005,Premium Economy,685,Yes,London,Tokyo
2024-01-09,PA010,First Class,252,No,Tokyo,New York
2024-01-27,PA010,First Class,348,Yes,Tokyo,New York
2024-09-26,PA002,Business Class,246,No,New York,London
2024-02-17,PA001,Business Class,397.19999999999999,Yes,London,New York
2024-05-13,PA007,First Class,205,No,New York,Perth
2024-01-31,PA005,Business Class,806.39999999999998,Yes,London,Tokyo
2024-02-26,PA003,Economy,2320,No,London,Perth
2024-06-11,PA012,Business Class,678,No,Tokyo,Perth
2024-11-13,PA006,Premium Economy,1440,Yes,Tokyo,London
2024-10-28,PA003,Premium Economy,557.5,No,London,Perth
2024-03-21,PA011,Premium Economy,502.5,Yes,Perth,Tokyo
2024-09-06,PA002,Business Class,320.39999999999998,No,New York,London
2024-06-07,PA008,Premium Economy,1572.5,Yes,Perth,New York
2024-03-29,PA008,First Class,240,No,Perth,New York
2024-07-18,PA006,Economy,1450,Yes,Tokyo,London
2024-01-06,PA003,Business Class,324,Yes,London,Perth
2024-02-02,PA003,Business Class,578.39999999999998,Yes,London,Perth
2024-12-29,PA011,Business Class,273.59999999999997,Yes,Perth,Tokyo
2024-09-23,PA009,Business Class,619.19999999999993,Yes,New York,Tokyo
2024-02-25,PA002,Premium Economy,725,Yes,New York,London
2024-08-27,PA010,Business Class,639.60000000000002,No,Tokyo,New York
2024-09-29,PA007,Premium Economy,1480,No,New York,Perth
2024-08-02,PA001,Premium Economy,1077.5,No,London,New York
2024-04-04,PA012,Economy,2420,Yes,Tokyo,Perth
2024-04-27,PA001,Premium Economy,1045,Yes,London,New York
2024-05-15,PA007,Premium Economy,850,Yes,New York,Perth
2024-05-03,PA008,Business Class,589.19999999999993,No,Perth,New York
2024-09-28,PA010,Business Class,396,Yes,Tokyo,New York
2024-01-22,PA007,Economy,1350,Yes,New York,Perth
2024-11-03,PA008,Premium Economy,1205,No,Perth,New York
2024-09-18,PA006,Business Class,570,No,Tokyo,London
2024-06-01,PA009,Economy,3270,No,New York,Tokyo
2024-03-18,PA004,Premium Economy,702.5,Yes,Perth,London
2024-07-21,PA008,First Class,543,Yes,Perth,New York
2024-07-15,PA012,Premium Economy,1422.5,Yes,Tokyo,Perth
2024-01-27,PA007,Economy,2300,No,New York,Perth
2024-07-26,PA005,First Class,578,Yes,London,Tokyo
2024-02-24,PA005,Premium Economy,1560,Yes,London,Tokyo
2024-03-02,PA012,Business Class,271.19999999999999,Yes,Tokyo,Perth
2024-12-20,PA006,Business Class,409.19999999999999,No,Tokyo,London
2024-11-05,PA005,Business Class,453.59999999999997,No,London,Tokyo
2024-07-29,PA001,Business Class,441.59999999999997,No,London,New York
2024-12-05,PA002,Business Class,732,No,New York,London
2024-11-02,PA002,Economy,2465,No,New York,London
2024-08-22,PA007,First Class,415,No,New York,Perth
2024-12-26,PA003,Premium Economy,787.5,Yes,London,Perth
2024-10-07,PA008,Economy,2235,No,Perth,New York
2024-04-07,PA006,Economy,2885,Yes,Tokyo,London
2024-10-22,PA004,First Class,548,No,Perth,London
2024-01-19,PA010,Business Class,728.39999999999998,Yes,Tokyo,New York
2024-02-11,PA009,Premium Economy,1412.5,No,New York,Tokyo
2024-08-29,PA008,First Class,366,Yes,Perth,New York
2024-11-12,PA002,First Class,553,Yes,New York,London
2024-04-20,PA003,Business Class,654,Yes,London,Perth
2024-04-29,PA006,Economy,1450,No,Tokyo,London
2024-10-14,PA007,Economy,1170,Yes,New York,Perth
2024-09-14,PA004,Economy,2565,Yes,Perth,London
2024-02-19,PA010,Premium Economy,1297.5,Yes,Tokyo,New York
2024-05-03,PA010,Business Class,388.80000000000001,No,Tokyo,New York
2024-09-29,PA007,Economy,1580,No,New York,Perth
2024-02-26,PA007,First Class,255,No,New York,Perth
2024-10-13,PA005,Business Class,409.19999999999999,No,London,Tokyo
2024-08-17,PA009,Economy,1125,Yes,New York,Tokyo
2024-10-08,PA005,First Class,239,Yes,London,Tokyo
2024-04-04,PA011,Premium Economy,1457.5,Yes,Perth,Tokyo
2024-11-28,PA010,First Class,327,No,Tokyo,New York
2024-09-28,PA002,Economy,1025,No,New York,London
2024-03-21,PA002,Business Class,799.19999999999993,No,New York,London
2024-05-20,PA003,Economy,1935,Yes,London,Perth
2024-10-16,PA012,Premium Economy,1012.5,No,Tokyo,Perth
2024-05-05,PA007,Economy,2995,No,New York,Perth
2024-12-24,PA004,Business Class,819.60000000000002,No,Perth,London
2024-08-24,PA008,Business Class,326.39999999999998,Yes,Perth,New York
2024-03-17,PA001,Business Class,432,No,London,New York
2024-06-07,PA011,First Class,668,No,Perth,Tokyo
2024-11-24,PA009,Premium Economy,570,No,New York,Tokyo
2024-10-27,PA006,Economy,2955,No,Tokyo,London
2024-05-31,PA008,First Class,601,Yes,Perth,New York
2024-02-18,PA011,Premium Economy,595,Yes,Perth,Tokyo
2024-06-29,PA003,First Class,675,No,London,Perth
2024-03-25,PA007,Economy,1930,No,New York,Perth
2024-08-17,PA005,Economy,1895,Yes,London,Tokyo
2024-03-27,PA001,Economy,1630,Yes,London,New York
2024-11-28,PA006,Economy,1065,No,Tokyo,London
2024-12-13,PA009,Economy,1760,No,New York,Tokyo
2024-05-26,PA010,Economy,1815,No,Tokyo,New York
2024-07-15,PA011,Premium Economy,1147.5,No,Perth,Tokyo
2024-05-18,PA009,Premium Economy,1377.5,No,New York,Tokyo
2024-09-19,PA005,Economy,2605,No,London,Tokyo
2024-01-07,PA002,Premium Economy,1227.5,Yes,New York,London
2024-07-09,PA001,Business Class,351.59999999999997,Yes,London,New York
2024-03-09,PA011,First Class,224,No,Perth,Tokyo
2024-01-04,PA007,Business Class,756,No,New York,Perth
2024-12-26,PA011,First Class,328,No,Perth,Tokyo
2024-12-11,PA001,Premium Economy,997.5,No,London,New York
2024-05-03,PA009,Economy,3160,No,New York,Tokyo
2024-04-06,PA008,Business Class,751.19999999999993,No,Perth,New York
2024-11-23,PA011,Economy,2440,No,Perth,Tokyo
2024-10-19,PA006,First Class,256,No,Tokyo,London
2024-01-16,PA010,Business Class,777.60000000000002,Yes,Tokyo,New York
2024-09-05,PA002,First Class,267,Yes,New York,London
2024-01-02,PA010,Business Class,572.39999999999998,Yes,Tokyo,New York
2024-02-15,PA004,Economy,1460,No,Perth,London
2024-11-16,PA011,Premium Economy,1180,Yes,Perth,Tokyo
2024-02-10,PA012,Economy,1745,Yes,Tokyo,Perth
2024-01-15,PA002,Economy,1560,No,New York,London
2024-06-29,PA005,First Class,617,Yes,London,Tokyo
2024-01-05,PA004,Business Class,463.19999999999999,No,Perth,London
2024-03-10,PA002,Premium Economy,725,Yes,New York,London
2024-08-19,PA010,Business Class,452.39999999999998,Yes,Tokyo,New York
2024-03-06,PA003,First Class,629,No,London,Perth
2024-10-14,PA010,First Class,331,Yes,Tokyo,New York
2024-08-14,PA011,Economy,1355,Yes,Perth,Tokyo
2024-09-29,PA007,Economy,3460,Yes,New York,Perth
2024-06-21,PA005,First Class,238,Yes,London,Tokyo
2024-05-08,PA005,First Class,671,No,London,Tokyo
2024-01-03,PA004,First Class,620,Yes,Perth,London
2024-03-08,PA007,First Class,248,No,New York,Perth
2024-12-11,PA005,First Class,237,No,London,Tokyo
2024-01-06,PA006,First Class,222,No,Tokyo,London
2024-04-16,PA006,Business Class,410.39999999999998,No,Tokyo,London
2024-11-30,PA004,Economy,3225,Yes,Perth,London
2024-04-30,PA001,Economy,2925,Yes,London,New York
2024-11-23,PA001,Business Class,772.79999999999995,Yes,London,New York
2024-10-27,PA003,Premium Economy,1055,No,London,Perth
2024-08-23,PA003,Premium Economy,1237.5,No,London,Perth
2024-06-16,PA005,Economy,1445,No,London,Tokyo
2024-07-03,PA003,Premium Economy,555,Yes,London,Perth
2024-07-27,PA011,Business Class,687.60000000000002,No,Perth,Tokyo
2024-12-26,PA012,First Class,690,No,Tokyo,Perth
2024-06-13,PA004,Premium Economy,1377.5,No,Perth,London
2024-11-05,PA002,Premium Economy,1030,Yes,New York,London
2024-12-05,PA001,Economy,2335,No,London,New York
2024-04-02,PA008,Business Class,466.79999999999995,No,Perth,New York
2024-06-26,PA003,Business Class,241.19999999999999,Yes,London,Perth
2024-12-13,PA007,Business Class,784.79999999999995,No,New York,Perth
2024-10-20,PA001,First Class,579,No,London,New York
2024-03-16,PA005,Business Class,734.39999999999998,Yes,London,Tokyo
2024-01-06,PA001,Business Class,727.19999999999993,Yes,London,New York
2024-10-09,PA003,Economy,3220,No,London,Perth
2024-01-26,PA004,First Class,524,Yes,Perth,London
2024-08-25,PA011,Economy,2985,Yes,Perth,Tokyo
2024-10-11,PA005,Economy,1675,Yes,London,Tokyo
2024-03-30,PA012,Business Class,272.39999999999998,Yes,Tokyo,Perth
2024-05-07,PA010,Economy,1610,No,Tokyo,New York
2024-02-04,PA012,Business Class,712.79999999999995,No,Tokyo,Perth
2024-02-06,PA002,Business Class,589.19999999999993,Yes,New York,London
2024-08-01,PA006,Business Class,789.60000000000002,Yes,Tokyo,London
2024-12-28,PA009,Economy,2705,Yes,New York,Tokyo
2024-06-11,PA006,Business Class,711.60000000000002,No,Tokyo,London
2024-12-16,PA005,First Class,238,No,London,Tokyo
2024-08-06,PA012,Business Class,442.80000000000001,Yes,Tokyo,Perth
2024-08-09,PA001,Premium Economy,657.5,No,London,New York
2024-11-17,PA012,Premium Economy,1585,Yes,Tokyo,Perth
2024-05-25,PA004,First Class,212,No,Perth,London
2024-07-13,PA002,First Class,664,No,New York,London
2024-08-17,PA003,Business Class,532.79999999999995,Yes,London,Perth
2024-09-22,PA011,Economy,2035,Yes,Perth,Tokyo
2024-10-24,PA003,Premium Economy,1037.5,Yes,London,Perth
2024-03-31,PA004,Economy,1340,No,Perth,London
2024-11-28,PA012,Business Class,588,Yes,Tokyo,Perth
2024-03-20,PA003,First Class,303,Yes,London,Perth
2024-08-13,PA004,Business Class,606,Yes,Perth,London
2024-03-01,PA008,First Class,471,Yes,Perth,New York
2024-05-22,PA004,First Class,670,Yes,Perth,London
2024-02-29,PA008,Business Class,387.59999999999997,Yes,Perth,New York
2024-11-11,PA003,Business Class,270,No,London,Perth
2024-01-22,PA006,Business Class,447.59999999999997,No,Tokyo,London
2024-04-21,PA012,Economy,1375,No,Tokyo,Perth
2024-09-12,PA002,Economy,1925,No,New York,London
2024-05-28,PA010,Premium Economy,720,Yes,Tokyo,New York
2024-08-31,PA007,Business Class,710.39999999999998,No,New York,Perth
2024-11-16,PA007,Economy,3425,No,New York,Perth
2024-10-16,PA001,Premium Economy,662.5,Yes,London,New York
2024-05-07,PA008,First Class,644,No,Perth,New York
2024-09-25,PA006,First Class,514,No,Tokyo,London
2024-12-17,PA007,Economy,1295,Yes,New York,Perth
2024-06-13,PA001,Economy,2920,No,London,New York
2024-01-17,PA010,Premium Economy,1255,No,Tokyo,New York
2024-07-26,PA009,First Class,225,Yes,New York,Tokyo
2024-02-26,PA006,Business Class,696,No,Tokyo,London
2024-12-18,PA004,Economy,3170,No,Perth,London
2024-12-28,PA008,Premium Economy,542.5,Yes,Perth,New York
2024-09-20,PA005,Economy,2355,Yes,London,Tokyo
2024-12-25,PA006,First Class,443,No,Tokyo,London
2024-11-02,PA010,Premium Economy,1695,No,Tokyo,New York
2024-10-02,PA006,Business Class,706.79999999999995,Yes,Tokyo,London
2024-04-02,PA003,First Class,667,Yes,London,Perth
2024-02-22,PA005,Economy,3360,No,London,Tokyo
2024-02-09,PA010,First Class,680,Yes,Tokyo,New York
2024-06-22,PA011,Business Class,820.79999999999995,No,Perth,Tokyo
2024-09-03,PA009,Business Class,369.59999999999997,Yes,New York,Tokyo
2024-08-31,PA011,First Class,284,Yes,Perth,Tokyo
2024-03-18,PA006,First Class,651,No,Tokyo,London
2024-01-21,PA001,Business Class,552,Yes,London,New York
2024-08-10,PA006,First Class,234,Yes,Tokyo,London
2024-12-16,PA012,Premium Economy,552.5,Yes,Tokyo,Perth
2024-04-04,PA002,Business Class,304.80000000000001,Yes,New York,London
2024-05-12,PA012,Premium Economy,1290,No,Tokyo,Perth
2024-10-13,PA009,First Class,410,Yes,New York,Tokyo
2024-07-23,PA004,Business Class,688.79999999999995,No,Perth,London
2024-11-21,PA005,Economy,1665,Yes,London,Tokyo
2024-05-16,PA007,Business Class,676.79999999999995,No,New York,Perth
2024-06-23,PA001,Premium Economy,582.5,Yes,London,New York
2024-04-30,PA004,Business Class,240,No,Perth,London
2024-09-06,PA011,Premium Economy,710,Yes,Perth,Tokyo
2024-02-21,PA003,Business Class,436.80000000000001,Yes,London,Perth
2024-09-20,PA012,Economy,2635,No,Tokyo,Perth
2024-08-05,PA010,Premium Economy,555,No,Tokyo,New York
2024-10-08,PA011,Premium Economy,1360,Yes,Perth,Tokyo
2024-06-01,PA012,First Class,647,No,Tokyo,Perth
2024-04-15,PA006,Business Class,568.79999999999995,No,Tokyo,London
2024-01-11,PA002,Economy,2705,No,New York,London
2024-11-11,PA008,Premium Economy,1332.5,Yes,Perth,New York
2024-11-21,PA012,First Class,555,Yes,Tokyo,Perth
2024-06-08,PA009,First Class,589,Yes,New York,Tokyo
2024-02-07,PA012,Premium Economy,750,No,Tokyo,Perth
2024-04-03,PA007,Premium Economy,997.5,No,New York,Perth
2024-11-26,PA012,First Class,495,Yes,Tokyo,Perth
2024-05-26,PA002,Economy,3405,Yes,New York,London
2024-03-06,PA004,Economy,1130,No,Perth,London
2024-04-17,PA006,Business Class,550.79999999999995,Yes,Tokyo,London
2024-08-30,PA008,Business Class,602.39999999999998,Yes,Perth,New York
2024-01-06,PA007,Premium Economy,1192.5,Yes,New York,Perth
2024-01-20,PA009,First Class,256,No,New York,Tokyo
2024-08-04,PA007,Premium Economy,1235,Yes,New York,Perth
2024-09-05,PA001,Economy,1930,No,London,New York
2024-05-28,PA006,First Class,507,Yes,Tokyo,London
2024-07-01,PA006,Business Class,477.59999999999997,No,Tokyo,London
2024-04-02,PA011,First Class,506,Yes,Perth,Tokyo
2024-11-09,PA001,Economy,1370,Yes,London,New York
2024-10-09,PA006,First Class,514,Yes,Tokyo,London
2024-04-15,PA010,Economy,2935,No,Tokyo,New York
2024-12-18,PA010,Business Class,362.39999999999998,Yes,Tokyo,New York
2024-05-09,PA010,Business Class,246,No,Tokyo,New York
2024-12-31,PA001,Premium Economy,615,Yes,London,New York
2024-01-17,PA003,First Class,563,No,London,Perth
2024-04-27,PA012,Economy,3190,No,Tokyo,Perth
2024-05-11,PA012,Economy,3190,No,Tokyo,Perth
2024-10-18,PA007,Business Class,555.60000000000002,No,New York,Perth
2024-08-21,PA010,First Class,421,Yes,Tokyo,New York
2024-03-07,PA003,Premium Economy,1330,No,London,Perth
2024-06-10,PA001,Premium Economy,925,No,London,New York
2024-06-13,PA008,First Class,632,Yes,Perth,New York
2024-12-04,PA005,First Class,256,Yes,London,Tokyo
2024-04-12,PA010,Business Class,778.79999999999995,No,Tokyo,New York
2024-11-03,PA012,Premium Economy,1087.5,Yes,Tokyo,Perth
2024-07-26,PA007,Business Class,424.80000000000001,Yes,New York,Perth
2024-11-29,PA007,Premium Economy,882.5,Yes,New York,Perth
2024-04-15,PA006,Premium Economy,1355,Yes,Tokyo,London
2024-12-13,PA003,Business Class,364.80000000000001,Yes,London,Perth
2024-11-04,PA009,Economy,2045,Yes,New York,Tokyo
2024-02-22,PA008,Economy,2390,No,Perth,New York
2024-08-20,PA009,First Class,505,Yes,New York,Tokyo
2024-08-17,PA009,Economy,2525,Yes,New York,Tokyo
2024-04-02,PA002,Business Class,525.60000000000002,No,New York,London
2024-03-11,PA006,Business Class,764.39999999999998,No,Tokyo,London
2024-05-23,PA011,Business Class,697.19999999999993,Yes,Perth,Tokyo
2024-08-25,PA003,Premium Economy,1207.5,Yes,London,Perth
2024-03-22,PA012,Economy,1030,No,Tokyo,Perth
2024-09-11,PA011,Economy,2905,No,Perth,Tokyo
2024-05-02,PA008,Economy,1255,No,Perth,New York
2024-11-08,PA009,Premium Economy,670,Yes,New York,Tokyo
2024-01-27,PA011,Business Class,289.19999999999999,Yes,Perth,Tokyo
2024-02-07,PA004,First Class,583,Yes,Perth,London
2024-03-29,PA003,Premium Economy,1700,No,London,Perth
2024-12-29,PA002,Premium Economy,740,Yes,New York,London
2024-06-25,PA005,Premium Economy,1032.5,No,London,Tokyo
2024-01-22,PA008,First Class,230,No,Perth,New York
2024-04-23,PA006,Business Class,483.59999999999997,No,Tokyo,London
2024-09-25,PA012,First Class,485,Yes,Tokyo,Perth
2024-04-24,PA007,First Class,673,Yes,New York,Perth
2024-10-25,PA005,Economy,3125,No,London,Tokyo
2024-11-17,PA001,Economy,2100,No,London,New York
2024-12-05,PA008,Business Class,734.39999999999998,Yes,Perth,New York
2024-10-23,PA009,Premium Economy,1500,No,New York,Tokyo
2024-11-11,PA004,Economy,3405,Yes,Perth,London
